,species,seizure,early,electrodeNum,meanCorr,mean,varVar,meanVar,delta,theta,alpha,beta,lowGamma,highGamma
Patient_7/Patient_7_ictal_segment_0152.mat,0.0,1.0,0.0,36.0,0.19761426340207036,1.7818011757400302e-13,759122913.3331141,23837.20022161879,3093047.115900404,3763439.040578186,3734889.877944853,14394188.065779598,19322450.858748354,58972850.96477735
Dog_1/Dog_1_ictal_segment_0018.mat,1.0,1.0,0.0,16.0,-0.0047671990013216994,-1.3467005288703134e-15,1743548553.3882535,49789.013186873424,1052988.15373125,2652170.8174812496,2100915.58435625,3846337.702103125,12842602.659812495,60567952.06979685
Dog_3/Dog_3_interictal_segment_2449.mat,1.0,0.0,0.0,16.0,-0.06395469485945597,-1.2970180485183394e-15,6009.756212659716,197.793280858396,6489.950165625,5305.145165625,6912.958603125001,30111.6046515625,77847.98384375001,197386.1065859376
Dog_1/Dog_1_ictal_segment_0136.mat,1.0,1.0,0.0,16.0,-0.04931540077395849,-1.0247358517290089e-15,289871065.56354207,18739.74975211467,2844892.3707015626,2851180.794139063,2502005.6928890627,8102522.473000782,8836398.359828126,3040093.2622617166
Dog_3/Dog_3_interictal_segment_4519.mat,1.0,0.0,0.0,16.0,-0.056755037142432276,-8.522349492778852e-16,19932.580864432144,253.44189967105262,11121.1520140625,15772.8835765625,7707.8123265625,65490.41500078125,113396.13076562494,291768.9022617188
Patient_6/Patient_6_interictal_segment_2685.mat,0.0,0.0,0.0,30.0,0.2275769083463013,-2.4871269488357947e-14,34808423.19998313,3710.0994135013575,487562.8790591787,499174.18436584546,450725.05021917884,2033158.842332971,4419127.925885121,11718970.975800747
Patient_8/Patient_8_interictal_segment_1287.mat,0.0,0.0,0.0,16.0,0.11588799395382872,6.499249138869344e-13,22595745.836559176,2877.153935974693,182886.68334969078,181993.6933496908,185446.77164969087,847347.4195361087,1402375.260771911,2869952.0690040058
Dog_3/Dog_3_interictal_segment_1285.mat,1.0,0.0,0.0,16.0,-0.050190168899363785,1.598721155460224e-16,21244.834470434347,208.4072799185464,9870.397815625,15515.589378125003,6989.459065624998,42538.40204531248,63279.78721874999,173088.86930468745
Patient_6/Patient_6_interictal_segment_0250.mat,0.0,0.0,0.0,30.0,0.2540808600652609,1.516355041530914e-13,87251144.91060735,9029.41854634394,1167220.4654349335,1199613.0175416004,1194740.8190482666,5369158.235430533,11203565.170749336,31596915.82482065
Patient_7/Patient_7_ictal_segment_0256.mat,0.0,1.0,0.0,36.0,0.2575492832685358,-1.0781756524617473e-12,565301809.4439424,12421.194466231009,956848.3291503169,1110097.4554614269,1214018.8632836482,6308033.721087523,9336023.345103163,30137575.14476712
Patient_5/Patient_5_interictal_segment_1410.mat,0.0,0.0,0.0,64.0,0.2190709133091764,3.4540761362222835e-13,46518108.26833623,5222.3775624518685,707803.9069195653,652105.0159758145,709482.8953945658,3022554.4313442935,6751493.430820663,15880091.361613102
Dog_3/Dog_3_interictal_segment_2344.mat,1.0,0.0,0.0,16.0,-0.06242812305797781,-1.7572054922254662e-15,15850.814946926044,265.19629816729326,8105.9807640625,7994.9101390625,8306.9545140625,31835.26656328125,59560.59889062501,212963.32538671876
Patient_7/Patient_7_interictal_segment_0772.mat,0.0,0.0,0.0,36.0,0.1792299903625373,4.737052626700866e-13,109365416.32815042,10077.924820067365,754120.3676921759,731738.1384143988,731944.104847732,3359358.036453688,7996972.15736623,18191504.176762708
Dog_4/Dog_4_interictal_segment_0092.mat,1.0,0.0,0.0,16.0,-0.05986686841547385,-5.581091144790661e-15,1639537.6221442937,2073.0210624216793,29242.346382812506,34014.0613828125,43401.8563828125,352379.45216015633,620474.439453125,2183287.692089843
Patient_2/Patient_2_interictal_segment_0266.mat,0.0,0.0,0.0,16.0,0.8513593112096369,5.381934897741305e-13,23725907.34194635,16510.6944237772,1568066.616364089,1579484.237414089,1605199.8524140897,7336064.303888401,17645113.67316589,58586181.09118746
Patient_3/Patient_3_interictal_segment_0305.mat,0.0,0.0,0.0,55.0,0.15152848665226362,-1.0558486771763207e-13,1249965.5833251206,1312.9753273185534,180776.6400563794,178290.71183819755,176678.9630563795,797945.9023900727,1737958.727927442,5543807.855268633
Patient_5/Patient_5_interictal_segment_1654.mat,0.0,0.0,0.0,64.0,0.17801664138459655,1.1100311780865013e-13,35387746.84105628,6627.412786812995,983194.5202229377,963628.6680104372,948772.0014166894,3802480.1488094726,7727632.789160669,34681834.68010609
Patient_7/Patient_7_interictal_segment_2186.mat,0.0,0.0,0.0,36.0,0.0821508498693711,-2.6557245291769454e-14,78047102.47413103,11471.948573310225,1269646.6454827196,1271593.3125493866,1221891.728749386,5357176.062872237,12429422.602538304,29295099.12950819
Patient_7/Patient_7_interictal_segment_0532.mat,0.0,0.0,0.0,36.0,0.1022929460357885,-5.833129140203e-13,20507467.22449933,5454.326627858908,634881.1328017337,695425.064635067,777606.8846572894,3347308.884757802,6123208.341895115,16694946.58836435
Dog_4/Dog_4_interictal_segment_2492.mat,1.0,0.0,0.0,16.0,-0.05360415755147698,1.6451423556773648e-14,1302853.6095972443,1857.7836940006266,56643.1522140625,42406.986901562515,34014.545964062505,138282.96136953126,815025.4740156252,2146222.550417968
Dog_3/Dog_3_interictal_segment_0997.mat,1.0,0.0,0.0,16.0,-0.05113110201215353,7.204792318304953e-15,429395.74505722173,857.9204538690477,12144.771907812496,15211.3059703125,15066.1325328125,43558.36249140624,213034.04689062503,772630.5560585934
Dog_4/Dog_4_interictal_segment_1411.mat,1.0,0.0,0.0,16.0,-0.06446841183657395,-1.551814232669812e-15,17749.45251390147,340.9350736215539,12669.89283125,7721.84783125,9321.10283125,59728.67836562499,89577.47268750002,307728.5872343749
Patient_6/Patient_6_interictal_segment_1835.mat,0.0,0.0,0.0,30.0,0.4324759164265849,-4.373608438375718e-14,32309361.21450693,4525.1115643982175,724164.2345135252,689117.8086468584,655231.0122868585,3061142.5564575307,6095301.717055255,10414684.28481528
Dog_3/Dog_3_ictal_segment_0010.mat,1.0,1.0,1.0,16.0,-0.052849279309798894,5.465627950229646e-15,604398.7291298511,1243.4866231986218,180533.61668906247,190755.34075156247,126620.1157515625,246194.47025703124,611478.8956406249,814082.8309804689
Patient_8/Patient_8_interictal_segment_1108.mat,0.0,0.0,0.0,16.0,0.2062717722383741,1.5279510989785193e-13,7464918.898460581,1756.5217630901172,35484.738738449414,36730.08176344939,35216.40318844947,134808.9316855225,218749.10770949628,745526.2475948909
Patient_2/Patient_2_interictal_segment_2833.mat,0.0,0.0,0.0,16.0,0.3196812239387105,-7.410562830045819e-13,207395.1416313111,936.551547344474,92218.26197266248,89673.39939766242,81637.15872266222,375929.1898769802,993041.9006516284,1832014.2901982262
Patient_2/Patient_2_interictal_segment_2521.mat,0.0,0.0,0.0,16.0,0.904552716327246,6.01630745222792e-13,23414739.698944155,12012.224268998809,203795.10501923927,224654.3445192392,235746.8377692392,1197873.1406865765,2079674.354242391,8310947.921529082
Patient_8/Patient_8_interictal_segment_0070.mat,0.0,0.0,0.0,16.0,0.18165410716473407,-2.8280737751629194e-13,24996066.122656,4289.973215620622,581654.2235980898,646940.6902230899,782310.9405730901,3565545.463266406,9569930.499930901,19982645.71664749
Patient_2/Patient_2_interictal_segment_0960.mat,0.0,0.0,0.0,16.0,0.4628180572291399,-5.768839628217393e-13,101125.92035405524,657.5944885352052,27282.563942929297,27376.12641792923,24513.950067929767,127552.57775568785,247399.08992930385,710639.9764680731
Patient_8/Patient_8_interictal_segment_1419.mat,0.0,0.0,0.0,16.0,0.97616600330975,1.1167685443069786e-12,32042210.35447998,145618.4892144528,1560308.7146886312,6452605.474988622,9990601.062188614,70406578.12984875,96277459.17638656,219464526.6445875
Dog_4/Dog_4_interictal_segment_1179.mat,1.0,0.0,0.0,16.0,-0.05695635626466732,-1.5720758028692215e-15,1316538.4580456445,1451.1761971334586,22895.4758265625,20044.930201562496,13708.9255140625,137192.45746953125,336584.022015625,1223370.0005429694
Patient_7/Patient_7_interictal_segment_1532.mat,0.0,0.0,0.0,36.0,0.21422616912989847,4.048261972558167e-13,179664732.53456214,9017.001480413863,1831398.2433319832,1830881.673887539,1846461.9063542052,9317367.307216147,19355978.244164266,45991894.20531832
Patient_1/Patient_1_ictal_segment_0034.mat,0.0,1.0,0.0,68.0,0.1457496751940901,2.296275587976947e-13,584134106454.1163,474929.3109313922,71646585.56393702,68593916.87193704,65267470.2508782,258160957.5881871,569549932.867605,2078662287.4343863
Dog_2/Dog_2_interictal_segment_0516.mat,1.0,0.0,0.0,16.0,-0.02706254510985945,-1.7782442185421128e-14,56397411.16714451,9151.13225015664,136776.389828125,315074.705140625,526427.260765625,2695837.569070313,3705979.1382812513,14983643.811367186
Patient_7/Patient_7_interictal_segment_2728.mat,0.0,0.0,0.0,36.0,0.18731267983195626,2.9710160257915615e-14,51629035.03248473,9448.0609323854,584984.5411096498,588129.506154094,579588.0034540936,3018805.8968823017,7824952.439952056,24113836.30169316
Dog_3/Dog_3_ictal_segment_0371.mat,1.0,1.0,1.0,16.0,-0.058439622149656624,4.36511937706996e-15,284716.2551094133,880.7842438126567,14126.8837703125,16083.899707812505,14432.9793953125,69119.14274765624,232994.60176562503,1197379.8750898438
Dog_3/Dog_3_ictal_segment_0252.mat,1.0,1.0,1.0,16.0,-0.0561641177350243,-8.117395644546833e-15,783231.651309147,1410.726946663534,146996.6027953125,102703.16842031248,191418.44873281245,718834.6149226562,409610.1182656249,1126071.3457773435
Patient_7/Patient_7_interictal_segment_0898.mat,0.0,0.0,0.0,36.0,0.13024163738734384,1.0669383401465084e-12,70798218.7653252,8955.40005960303,1102152.85738046,1070825.183558237,1058833.4863249036,4773179.311845395,14295730.117049064,35702258.58182942
Dog_2/Dog_2_interictal_segment_1096.mat,1.0,0.0,0.0,16.0,-0.05294998273229516,-1.0391132398979151e-14,175577143.91232178,18631.249139645985,509276.6793765625,289531.2612515625,223208.34218906247,1259273.9686007812,5592628.426265625,19795502.496449213
Dog_3/Dog_3_interictal_segment_4444.mat,1.0,0.0,0.0,16.0,-0.06325961101780465,-1.9406698470447733e-15,4660.760965270006,184.97879503446114,7506.0036203125,3478.3261203124994,6291.632057812499,22321.03019765625,42553.438078124986,180814.2300273438
Dog_4/Dog_4_interictal_segment_2081.mat,1.0,0.0,0.0,16.0,-0.062255740305187324,2.4422130984191856e-15,2229487.0596725717,2290.741545269423,166250.837578125,148635.673828125,147789.642578125,488786.2920703124,1591847.9854687504,1933142.5301171874
Patient_2/Patient_2_interictal_segment_2438.mat,0.0,0.0,0.0,16.0,0.3995878041606053,-6.846676114946606e-13,219977.55477971476,850.8217135102028,43864.28819344822,33886.810443448434,25333.049668448744,97131.11593301939,268460.2831094887,812057.6536073241
Dog_3/Dog_3_interictal_segment_0571.mat,1.0,0.0,0.0,16.0,-0.06226988445091688,2.2437607327674415e-15,6450.586277505414,193.86263001253133,6568.033328124999,3381.440203125,5105.021453125,27476.36888281249,60994.12984375002,178957.9248046875
Dog_3/Dog_3_interictal_segment_3835.mat,1.0,0.0,0.0,16.0,-0.043625690469120584,4.1355807667287065e-15,542635.6549583221,878.1436689379698,54105.6710140625,65767.08070156253,62237.2597640625,82310.42800078125,294202.92170312506,1081457.265074219
Patient_5/Patient_5_interictal_segment_1095.mat,0.0,0.0,0.0,64.0,0.32070806484540065,-4.803325737157139e-13,137441311.7958737,8074.336023340295,1557594.6875806968,1545186.249061947,1432547.5020369473,6299317.148631888,13853778.859756986,31108603.76397556
Dog_2/Dog_2_interictal_segment_0091.mat,1.0,0.0,0.0,16.0,-0.05224669177077745,-2.126382403488946e-14,41023005.94724016,13034.72859766604,120362.5922453125,282631.93193281244,440078.2125578125,1310661.5055726562,1006860.274015625,8703616.493464844
Dog_3/Dog_3_ictal_segment_0179.mat,1.0,1.0,0.0,16.0,-0.0623472018583714,-1.9506618542664e-15,3330373.3761646533,3052.555281563284,144929.5875078125,42115.8750078125,18688.0965703125,99129.10019140627,1000990.1369531249,3287152.598808595
Patient_7/Patient_7_interictal_segment_1020.mat,0.0,0.0,0.0,36.0,0.14630224243656026,-1.5878160613485504e-12,129749103.25295922,15292.632888978911,1527267.5610854444,1503416.0937743313,1521131.9715521103,7208888.033834509,21933224.420565654,47134905.27611098
Patient_8/Patient_8_interictal_segment_0061.mat,0.0,0.0,0.0,16.0,0.18697765680736333,-6.043592293281114e-14,21848672.945830967,4200.531003030612,722215.3817187955,730256.2360687957,708563.5613687955,2810243.17533458,4172116.6096879626,7478245.276566916
Patient_3/Patient_3_interictal_segment_0478.mat,0.0,0.0,0.0,55.0,0.106566230899795,4.901535662198014e-14,7870283.512634698,1671.5657428627533,200213.2166260825,187764.6645242644,184708.19743335512,778148.7353701005,1662718.5212571975,4869406.750035446
Dog_1/Dog_1_interictal_segment_0319.mat,1.0,0.0,0.0,16.0,-0.05472246417809739,-7.128742041118131e-15,1907565.9821668046,1610.6215221647865,48623.5937453125,56712.5349953125,45757.4893703125,164575.95451015627,730519.301203125,1743444.9581523438
Dog_2/Dog_2_interictal_segment_0601.mat,1.0,0.0,0.0,16.0,-0.05395771622053768,-4.5499194689657675e-15,17030312.5148891,7374.374260260026,464439.7958390625,532983.4120890625,225314.4849015625,1752517.4656507813,681903.5896406248,8455120.73963672
Patient_7/Patient_7_interictal_segment_1414.mat,0.0,0.0,0.0,36.0,0.1075901675346131,-7.450453093977357e-14,11920735.015102308,5234.284800797934,594372.668597796,595511.087997796,575817.9199977958,2764682.6214456367,9282562.130422404,22501201.721594945
Patient_6/Patient_6_interictal_segment_1899.mat,0.0,0.0,0.0,30.0,0.3003837176491822,1.829969657289136e-13,14704286.23666635,2934.4763108128323,725007.0863838289,765792.4177304955,753446.7089971622,3414910.19100723,7117332.360918289,17896300.875288628
Patient_7/Patient_7_interictal_segment_0632.mat,0.0,0.0,0.0,36.0,0.18750781783320672,6.109379076709352e-13,576657973.5254401,16212.581886075004,1478450.328785805,1627887.2807746942,2083755.3282858045,10766704.650308345,28672924.44928027,56169516.6535485
Dog_1/Dog_1_interictal_segment_0385.mat,1.0,0.0,0.0,16.0,-0.05915062987054656,-6.923628337318633e-16,41.79591480354966,13.098099154135339,397.96072812500006,464.91385312500006,313.420103125,821.3956203124997,3644.75415625,14759.003617187502
Patient_6/Patient_6_interictal_segment_2658.mat,0.0,0.0,0.0,30.0,0.21796140447352697,-2.11773567571072e-13,60504565.15206482,6712.601421132225,272056.28618515225,273123.40054515225,280168.2233718189,1267019.8642665185,2644036.732811524,6936693.0273650335
Dog_3/Dog_3_interictal_segment_4040.mat,1.0,0.0,0.0,16.0,-0.06273430687040646,-3.200772979994326e-15,22664.536095012027,318.1534993734336,3756.951740625,2679.507678125,5323.549553124999,33408.5370515625,74876.98146874999,170500.6961484375
Patient_7/Patient_7_interictal_segment_2025.mat,0.0,0.0,0.0,36.0,0.14898702258854252,1.5049105665336046e-13,241326018.97458658,16490.134616095453,663061.6690381425,706484.8880825869,708223.0291159204,4198581.5654827515,5888694.781803643,18775618.183859985
Dog_3/Dog_3_interictal_segment_3382.mat,1.0,0.0,0.0,16.0,-0.059026721139116126,1.007194327939942e-14,14318.748978020238,218.28346412907268,6672.412237499999,4232.079737499998,2778.267862500001,26762.46069375,58597.39737500001,143828.04090624998
Dog_3/Dog_3_interictal_segment_4716.mat,1.0,0.0,0.0,16.0,-0.05469034608383065,-5.826450433232822e-15,149608.89015945295,623.21468358396,47958.3067,30462.824199999995,21926.2492,74582.6539,200765.9045,524614.1529999997
Dog_4/Dog_4_interictal_segment_0834.mat,1.0,0.0,0.0,16.0,-0.05608460131674478,1.9117485372532882e-14,16037636.895583665,5540.365827067671,154217.28431562494,191688.267128125,206731.91775312505,764287.3758265625,864710.38471875,2316479.7785234377
Dog_3/Dog_3_ictal_segment_0080.mat,1.0,1.0,0.0,16.0,-0.03830580991432494,9.655887200921144e-15,1069841700.9388305,32668.783148496237,2067650.13878125,2689544.54378125,673255.0131562499,2130324.670453125,4981070.2209375,35538947.01554689
Dog_3/Dog_3_interictal_segment_1925.mat,1.0,0.0,0.0,16.0,-0.06224606719674827,-1.996180998276032e-15,16057.369174836498,252.343398339599,11139.673465625,6480.159715624999,2757.350653125,26315.96028281249,60207.78090625,183715.80405468761
Dog_3/Dog_3_ictal_segment_0036.mat,1.0,1.0,0.0,16.0,-0.05234170776741619,6.422640197456532e-15,83583820.46039721,8929.358770363404,349531.37517812505,526131.2426781249,209994.61486562504,670970.5597078125,2720106.983656249,7848556.808179688
Patient_2/Patient_2_interictal_segment_2274.mat,0.0,0.0,0.0,16.0,0.31642390075809945,-3.591594577301294e-13,807211.3053930115,991.0461398929822,51237.19283362231,65951.07458362303,44064.49368362222,199496.1601512995,483385.4441112153,1429495.265074589
Patient_8/Patient_8_interictal_segment_1607.mat,0.0,0.0,0.0,16.0,0.5641574715354135,4.777575668413192e-13,326750568.91856587,9487.231178663258,261349.13509421173,113442.57651920599,279543.61141921056,1788999.1360614344,4001056.004217015,8738587.953278162
Patient_2/Patient_2_interictal_segment_0190.mat,0.0,0.0,0.0,16.0,0.5401618219165146,-3.3164724300149826e-13,667032.4303801314,1204.389729960995,39313.240154918196,42481.33335491814,42572.499104918126,144629.4988471318,286195.0587991831,1433472.305760257
Dog_4/Dog_4_interictal_segment_0142.mat,1.0,0.0,0.0,16.0,-0.060430746525780066,-6.333822355486506e-16,98403.81493149792,492.9472023809524,12876.706612499998,7767.8828625000015,18951.3191125,74303.58788124999,139839.86612499994,515621.3705937502
Dog_4/Dog_4_interictal_segment_2383.mat,1.0,0.0,0.0,16.0,-0.0550485612087691,3.624045508132667e-15,99497.85395326516,630.755158991228,19380.84505625,22675.26818125,29992.93568125,109630.442440625,189082.77493749995,616525.8537343752
Patient_6/Patient_6_interictal_segment_1354.mat,0.0,0.0,0.0,30.0,0.3740061625090841,-3.672221282613462e-13,7993239.730906039,4120.518937908914,206758.39348949413,214313.79832949422,213193.58374282753,985653.3988693906,2560001.1739482773,8245025.081594434
Dog_4/Dog_4_interictal_segment_1506.mat,1.0,0.0,0.0,16.0,-0.06451809141231253,6.861178292183469e-16,53406.99305130703,566.5803085839599,22430.0009125,32227.1977875,30392.461537500007,88300.52910624997,111407.139125,550755.5657187502
Dog_3/Dog_3_interictal_segment_1282.mat,1.0,0.0,0.0,16.0,-0.056348061978765185,1.4810375148499588e-15,14355.029279742395,219.9714575501253,8203.410828125,6517.414578125,14738.449578125,35839.8476328125,64191.26203124997,216782.45042968745
